-12,279,8,453,244,251,89,34,112,122,45,2,39,-221,91,9,28,-296,715,171
-25,151,61,56,165,142,43,1,61,32,34,-21,48,-121,10,2,22,-156,661,117
-19,157,33,73,146,82,11,-5,11,17,29,-28,53,-125,12,6,22,-166,586,117
-22,187,29,90,142,103,47,-8,58,55,27,-28,47,-157,34,10,14,-195,464,78
-13,206,21,123,185,126,46,1,55,53,37,-14,40,-159,32,-7,20,-212,681,103
-6,194,31,75,94,137,56,-47,87,73,12,-48,59,-162,53,6,20,-183,116,103
-8,187,61,58,97,84,42,-23,50,30,13,-44,77,-156,4,8,20,-169,223,103
-23,189,41,45,112,133,61,-24,92,70,18,-66,75,-168,36,9,20,-168,248,103
-22,185,41,57,121,209,82,-11,117,92,21,-47,47,-160,60,10,30,-176,272,193
-1,128,13,0,155,132,30,40,76,62,33,-16,83,-78,11,-7,10,-172,574,66
-26,230,34,55,182,207,67,-23,85,95,35,-52,94,-196,65,1,10,-202,550,66
-7,270,28,76,120,248,128,-60,149,153,19,-57,85,-230,124,9,30,-230,108,193
-7,248,34,82,136,117,33,-53,34,9,24,-39,55,-205,7,4,32,-220,502,217
-6,272,23,91,134,101,29,-44,30,18,23,-47,66,-227,13,-9,32,-239,463,217
-19,254,22,74,154,169,78,-30,92,102,28,-55,83,-219,74,-3,20,-227,394,103
-8,143,94,35,92,159,48,-20,95,105,12,-55,71,-114,46,7,14,-121,49,78
-8,238,73,63,111,100,56,-68,73,62,17,-46,89,-202,42,6,36,-203,251,292
-19,131,35,90,158,70,35,35,46,24,33,-12,44,-98,0,6,20,-155,655,103
-6,134,45,77,139,83,-12,16,-14,-35,28,-15,85,-93,-41,1,22,-143,669,117
-6,392,3,4669,336,179,98,-20,104,114,52,20,68,-315,103,-4,28,-408,878,171
-8,180,62,75,102,96,55,-16,67,60,15,-28,47,-148,44,0,20,-175,205,103
-7,215,25,172,113,146,62,-3,68,91,18,-15,47,-178,77,-8,22,-223,207,117
-7,188,35,123,120,60,-26,-21,-27,-21,21,-14,34,-149,-21,10,22,-195,494,117
-8,109,83,84,101,88,-40,2,-44,-39,16,-9,29,-80,-49,9,14,-130,421,78
-14,131,68,54,133,95,-4,-4,0,6,26,-23,37,-98,-3,9,45,-135,556,409
-7,227,12,94,202,140,70,4,89,68,40,-51,83,-171,48,-6,28,-213,718,171
-18,264,16,111,312,201,67,30,81,81,56,-16,52,-202,56,5,22,-249,1025,117
-16,218,18,103,113,79,12,-26,15,34,18,-49,69,-190,16,-10,22,-216,321,117
