-13,113,81,59,134,199,26,17,69,42,27,-12,20,-80,-3,10,67,-125,517,495
-6,102,76,96,106,176,28,23,31,-18,18,-4,24,-69,-20,8,41,-126,435,371
-12,128,55,50,135,71,10,-22,26,-9,27,-30,35,-94,-15,7,63,-129,617,489
-6,126,33,199,110,109,-21,-2,-23,-43,19,-7,23,-90,-40,1,22,-157,496,117
-20,137,45,107,130,83,-6,-8,4,-13,25,-7,53,-109,-28,1,41,-164,572,371
-4,86,110,311,91,210,44,18,42,52,12,16,10,-56,23,9,112,-128,204,526
-20,146,34,85,141,120,8,26,9,-26,28,-21,42,-116,-36,-10,20,-164,650,103
-21,179,55,54,229,185,17,11,29,-12,47,-17,33,-135,-16,0,42,-169,1032,386
-8,118,91,116,97,69,-41,12,-43,-42,14,-1,22,-89,-54,10,22,-143,389,117
-6,140,62,125,117,188,-42,3,-44,-60,21,1,10,-102,-64,2,63,-159,593,489
-6,126,47,214,119,45,37,22,32,14,22,8,34,-89,20,10,30,-159,449,193
-6,126,96,178,87,203,55,4,59,65,10,5,25,-98,36,10,58,-156,109,477
-9,176,59,79,116,144,47,-12,45,16,20,-21,104,-141,17,-10,10,-175,393,66
-7,136,74,147,103,135,-21,4,-22,-53,16,3,11,-104,-52,6,36,-161,460,292
-4,207,21,0,118,245,93,16,91,88,20,30,37,-165,68,10,85,-251,287,514
-6,148,73,165,100,70,2,22,2,29,15,4,15,-115,11,2,51,-172,282,451
-7,185,60,55,156,112,-20,-7,-21,-15,31,-29,36,-140,-31,-9,28,-165,695,171
-12,106,30,227,112,169,-34,5,-34,-84,20,-9,29,-77,-88,10,50,-148,613,446
-6,122,69,58,97,116,-12,-25,-11,-58,14,-29,38,-91,-59,3,36,-126,428,292
-5,129,38,100,152,146,-41,-1,-48,-47,32,-7,39,-84,-57,1,41,-146,787,371
-8,183,46,123,117,145,2,-12,2,-12,20,-9,40,-146,-12,-10,22,-192,455,117
-5,141,29,217,117,108,-22,-10,-23,-84,21,-6,44,-103,-82,-9,22,-170,620,117
-4,145,33,102,126,113,-34,-7,-33,-23,24,-19,26,-102,-38,0,76,-157,588,507
-8,83,142,351,82,152,-8,21,-10,-65,8,16,31,-59,-67,9,36,-129,316,292
-6,210,49,85,115,53,3,-35,10,0,19,-27,88,-171,-9,-10,54,-197,426,463
-13,121,35,122,108,216,-32,11,-27,-70,18,-17,53,-94,-79,2,42,-150,539,386
-5,190,26,193,156,153,-32,-24,-36,-58,31,2,26,-143,-55,-3,50,-206,792,446
-23,145,50,91,128,106,-1,7,12,-8,24,-12,87,-121,-20,2,28,-168,534,171
-6,283,16,388,139,118,51,-23,52,72,24,2,83,-237,60,7,30,-292,375,193
-6,162,43,97,107,150,-7,5,-8,-66,17,-20,37,-127,-65,9,45,-169,511,409
-8,243,31,206,114,64,16,-15,18,-24,18,-6,96,-206,-25,9,22,-249,437,117
-11,318,11,434,166,96,70,10,77,35,29,0,69,-272,31,9,58,-324,568,477
-7,121,58,0,89,151,7,26,6,-33,11,48,57,-93,-36,3,32,-193,313,217
-6,192,30,159,148,188,-25,0,-26,-88,29,-2,33,-146,-88,3,40,-203,805,355
-6,237,29,99,167,166,-34,-16,-37,-73,32,-22,67,-187,-74,-8,30,-221,833,193
-5,226,22,261,120,62,-12,-21,-12,1,20,-5,77,-185,-10,9,50,-240,443,446
-5,124,107,67,102,178,-8,4,-8,-43,16,-14,55,-91,-58,8,81,-132,462,511
-8,212,40,206,119,69,32,18,31,-5,20,2,17,-174,-5,4,22,-226,441,117
-5,282,19,206,143,116,53,-19,53,56,25,-13,53,-234,50,-8,71,-275,448,501
-6,225,37,154,113,108,66,26,67,54,18,-11,90,-187,54,-1,54,-227,297,463
-7,192,44,102,105,86,29,8,32,38,16,-22,60,-157,20,-10,32,-192,276,217
-7,121,111,336,82,212,89,23,103,81,8,14,24,-96,68,10,57,-160,34,472
-14,114,36,128,128,73,-33,-12,-23,-43,25,-8,49,-83,-53,-3,58,-147,640,477
-7,133,105,58,120,133,-22,-17,-27,-65,22,-16,18,-97,-65,3,40,-134,612,355
-20,132,76,97,127,208,-26,-8,-25,-91,24,-1,18,-105,-95,-1,54,-158,713,463
-22,153,42,120,110,120,-1,3,1,-58,18,-13,64,-133,-62,9,32,-180,510,217
-5,174,53,368,101,64,11,-2,13,-18,15,14,32,-139,-28,6,76,-203,389,507
-22,176,33,101,127,160,-4,0,-3,-64,23,-22,67,-150,-67,4,22,-191,622,117
-19,211,27,140,145,112,22,-20,28,-24,27,-12,73,-178,-28,7,28,-223,629,171
-7,211,55,70,119,75,21,-28,20,14,20,-34,64,-172,2,-6,45,-191,414,409
-8,300,18,433,137,66,19,26,19,8,23,7,44,-256,8,-5,14,-308,474,78
-8,94,66,120,89,77,-32,-14,-33,-45,11,-8,33,-67,-56,0,14,-125,328,78
-5,111,61,93,124,189,-38,-6,-42,-94,24,-4,58,-72,-92,-2,64,-131,724,490
-4,125,31,97,245,251,-36,-9,-45,-103,54,7,58,-64,-93,4,45,-141,1362,409
-15,116,32,309,148,49,-8,-33,-5,-15,31,11,103,-81,-35,-7,32,-161,697,217
