T2m,T850,T700,T500,T300,TD2m,Td_850,dTd_850,Td_700,dTd_700,Td_500,dTd_500,Td_300,dTd_300,Td2m,Wpow_10m,WpoW_850,WpoW_700,Wpow_500,Wpow_300,Tsm8,Vaiting,Tps8,Tps5,Tps850-Tps500,Tps0-Tps850,Total,sweat,Td0,Tsm7,Tsm0,dTd8,dTd0,dTd5,dTd7,TPS8-TPS7,TPS7-TPS5,Jefferson,TSM7+TSM5,Tps7,Tps0,dTd3,dTd300+dTd500,Tps850-TPS300,Tps700-TPS300,GUST,LF,CAPE0,CAPE250,CAPE90,VVEL925,VVEL850,VVEL700,VVEL500,VVEL300,dV3-5,dV5-8,dDIR3-5,dDIR5-8,U300,V300,U850,V850,U700,V700,U500,V500,U10,V10,maxVevel,minVevel,Si,HPBL,CEILING,AbsHumid,CLCT,CLCL,PMSL,Hbottom-low,Hbase-top,gradT0,gradT0*2,gradTd0*2,gradTd0,Lapl_PRMSL125,Lapl_PRMSL1.0,ClH200,ClH100,TotPrec,Nighttime,TunderYN,Longitude,Latitude,Eventtime,Station
15.25,8.85,-2.75,-19.55,-47.15,13.05,9.81,5.44,4.08,4.77,-14.46,11.71,-24.78,5.23,13.05,4.0,12.17,13.42,12.04,17.2,6.13,173.15,36.98,37.71,-0.74,-233.0,117.95,2402.43,13.05,-5.14,14.15,5.44,2.2,11.71,4.77,2.19,-2.93,48.39,-30.54,34.78,-196.02,5.23,16.94,-9.0,-11.19,10.0,-1.2,0.0,0.0,2.6,-0.24,0.43,0.3,-0.21,0.0,6.08,6.71,0.26,0.69,-8.0,-14.0,12.0,-2.0,12.0,-6.0,9.0,-14.0,0.0,4.0,0.43,-0.24,5.0,462.0,6580.0,0.01,100.0,5.0,1014.0,650.0,820.0,0.55,0.79,0.39,0.51,7.0,42.0,888.0,649.0,0.0,1,64,87.08,55.25,2021-06-06 12:16:00,0
24.65,9.95,0.25,-17.15,-46.35,-1.95,8.15,16.5,-13.27,23.22,-21.91,22.16,-24.85,7.7,-1.95,3.16,4.12,2.0,2.83,5.1,1.7,79.85,30.47,39.68,-9.21,-224.04,79.25,1126.76,-1.95,-11.36,11.35,16.5,26.6,22.16,23.22,-1.47,-7.74,29.34,-39.59,31.94,-193.57,7.7,29.86,-16.57,-15.1,6.0,7.3,0.0,212.8,10.6,-0.09,-0.15,0.04,0.03,-0.01,4.24,2.24,-0.24,0.44,2.0,-1.0,4.0,1.0,2.0,0.0,2.0,-1.0,3.0,1.0,0.04,-0.15,7.0,2597.0,7740.0,0.0,70.0,0.0,1015.0,0.0,0.0,0.34,0.67,0.56,0.92,9.0,25.0,888.0,691.0,0.0,1,64,84.36,54.09,2021-06-06 13:21:00,0
11.25,1.85,-10.15,-24.35,-44.75,1.75,3.53,7.72,-7.21,9.06,-28.79,18.64,-44.13,19.78,1.75,3.16,14.04,19.03,29.07,29.12,-2.01,146.35,22.43,30.66,-8.23,-219.4,109.55,1999.64,1.75,-14.68,6.5,7.72,9.5,18.64,9.06,1.05,-9.28,37.4,-48.35,21.38,-196.97,19.78,38.42,-26.65,-27.7,11.0,5.5,16.0,577.6,9.9,-0.01,0.06,-0.16,0.55,0.08,5.39,16.97,0.93,-0.47,-13.0,-8.0,14.0,-1.0,19.0,-1.0,26.0,-8.0,3.0,1.0,0.55,-0.16,6.0,1638.0,22700.0,0.0,0.0,0.0,1007.0,2070.0,3230.0,0.48,0.55,0.58,0.6,3.0,37.0,565.0,224.0,0.0,1,64,70.48,59.05,2021-06-06 13:47:00,0
3.35,2.45,-6.35,-14.35,-42.05,1.85,1.71,1.64,1.43,1.02,-10.56,4.21,-19.83,5.48,1.85,2.24,3.0,9.43,20.25,36.14,1.63,205.15,27.87,47.75,-19.89,-227.0,120.15,2503.58,1.85,-6.86,2.6,1.64,1.5,4.21,1.02,-3.07,-16.82,37.52,-23.31,30.94,-199.13,5.48,9.68,-25.58,-22.51,8.0,13.6,0.0,5.0,0.9,0.01,0.09,0.13,0.11,0.23,18.11,18.79,0.36,-0.52,17.0,35.0,3.0,0.0,8.0,-5.0,11.0,35.0,2.0,1.0,0.23,0.01,12.0,423.0,3050.0,0.01,100.0,45.0,1009.0,1570.0,1850.0,0.36,0.56,0.18,0.2,21.0,28.0,769.0,709.0,0.1999999999999993,0,64,88.29,56.54,2021-06-06 16:24:00,0
6.15,3.45,-5.55,-20.25,-47.35,4.35,3.98,2.17,-7.07,10.52,-18.9,13.35,-27.74,7.49,4.35,1.0,18.03,23.71,31.3,38.95,2.37,161.25,29.33,36.51,-7.18,-227.62,129.95,2717.49,4.35,-10.81,5.25,2.17,1.8,13.35,10.52,1.87,-9.05,39.9,-37.73,27.46,-198.29,7.49,20.84,-16.28,-18.14,7.0,11.7,0.0,14.1,1.4,-0.12,-0.01,0.32,0.36,-0.01,7.81,13.6,-0.49,-0.75,14.0,19.0,17.0,6.0,21.0,11.0,28.0,19.0,0.0,1.0,0.36,-0.12,13.0,462.0,520.0,0.01,100.0,100.0,1005.0,880.0,1110.0,0.87,1.39,0.44,0.4,15.0,26.0,588.0,561.0,0.0,1,64,64.49,60.07,2021-06-07 07:24:00,0
25.05,12.25,-1.25,-18.25,-46.05,9.65,12.27,12.78,6.73,5.52,-13.73,12.48,-25.87,7.62,9.65,3.16,10.82,10.63,16.64,20.52,5.86,145.75,36.87,39.38,-2.51,-230.13,93.75,1434.53,9.65,-4.01,17.35,12.78,15.4,12.48,5.52,-0.07,-2.45,46.26,-28.5,36.94,-193.26,7.62,20.11,-10.61,-10.54,8.0,-1.0,55.5,35.4,60.3,0.26,0.02,0.44,0.01,0.02,6.0,5.83,0.99,-0.82,-9.0,-15.0,9.0,-6.0,8.0,-7.0,14.0,-15.0,3.0,-1.0,0.44,0.01,7.0,2265.0,22700.0,0.01,26.0,0.0,1007.0,0.0,0.0,0.68,1.22,0.29,0.29,4.0,23.0,1042.0,544.0,3.4,1,64,70.12,58.36,2021-06-07 08:49:00,0
24.55,11.35,-1.15,-17.95,-46.75,9.45,14.33,10.22,6.07,5.28,-16.9,15.75,-23.43,5.48,9.45,4.24,7.21,8.25,13.6,16.64,6.24,153.45,37.35,39.3,-1.95,-230.76,100.25,1838.34,9.45,-3.79,17.0,10.22,15.1,15.75,5.28,0.06,-2.0,46.72,-29.61,37.29,-193.42,5.48,21.23,-9.2,-9.26,9.0,-0.4,696.7,9.8,4.4,0.6,0.89,-0.06,-0.27,-0.01,5.1,7.0,0.08,0.77,-4.0,-9.0,6.0,-4.0,8.0,-2.0,13.0,-9.0,3.0,-3.0,0.89,-0.27,8.0,1956.0,8390.0,0.01,56.0,0.0,1008.0,2210.0,9100.0,1.06,1.08,1.07,1.08,18.0,25.0,622.0,419.0,0.0,1,64,66.09,57.01,2021-06-07 09:12:00,0
15.65,2.25,-2.85,-20.45,-45.85,0.35,0.62,15.03,-13.12,15.37,-13.95,11.1,-30.76,10.31,0.35,5.83,12.53,20.0,26.4,28.43,-5.26,92.55,19.7,36.57,-16.87,-215.63,79.15,1045.36,0.35,-10.54,8.0,15.03,15.3,11.1,15.37,-10.03,-6.84,24.88,-36.54,29.72,-195.93,10.31,21.42,-27.98,-17.95,13.0,9.9,4.1,2.3,6.6,0.21,0.39,0.05,-0.04,-0.03,2.24,24.17,-0.92,-0.94,-21.0,-22.0,-6.0,-11.0,12.0,-16.0,16.0,-22.0,-3.0,-5.0,0.39,-0.04,3.0,1657.0,22700.0,0.0,0.0,0.0,1013.0,0.0,0.0,0.73,0.73,0.15,0.94,12.0,19.0,1042.0,661.0,0.0,1,64,73.21,60.47,2021-06-07 09:18:00,0
20.25,7.55,-2.65,-19.75,-46.45,12.25,16.68,3.57,5.02,2.53,-6.63,3.98,-27.49,7.74,12.25,1.0,8.06,19.65,23.09,28.64,5.77,193.95,36.24,39.21,-2.97,-230.76,127.05,2513.0,12.25,-3.91,16.25,3.57,8.0,3.98,2.53,-0.33,-2.64,49.1,-25.66,36.57,-194.51,7.74,11.72,-10.65,-10.32,6.0,-1.5,0.0,14.0,33.6,-1.09,-1.21,-0.62,-0.51,0.05,6.4,15.23,0.75,-0.89,-7.0,-12.0,8.0,-1.0,19.0,-5.0,22.0,-12.0,0.0,1.0,0.05,-1.21,7.0,1961.0,4820.0,0.01,100.0,61.0,1006.0,1130.0,8380.0,0.49,1.13,0.8,0.8,12.0,18.0,1015.0,230.0,4.8,1,64,70.04,59.5,2021-06-07 11:59:00,0
16.95,7.15,-2.15,-20.45,-46.75,8.45,13.85,3.1,2.83,4.32,-5.13,2.98,-26.92,6.47,8.45,1.0,5.39,16.49,18.97,21.38,5.6,185.75,35.91,38.46,-2.55,-231.43,130.05,2717.36,8.45,-4.31,12.7,3.1,8.5,2.98,4.32,-0.26,-2.3,48.63,-26.25,36.16,-195.52,6.47,9.45,-10.6,-10.35,5.0,3.3,0.0,10.2,0.8,0.33,0.05,0.12,-0.16,-0.04,3.61,13.6,-0.98,0.22,-6.0,-4.0,5.0,-2.0,16.0,-4.0,18.0,-4.0,-1.0,0.0,0.33,-0.16,8.0,613.0,5900.0,0.01,86.0,38.0,1011.0,0.0,0.0,0.48,0.62,0.86,0.86,9.0,16.0,662.0,572.0,0.0,1,64,56.01,57.55,2021-06-07 12:03:00,0
10.55,5.85,-0.15,-15.45,-42.25,9.75,9.14,1.41,4.49,1.36,-2.52,2.37,-21.24,5.79,9.75,1.0,1.41,13.0,13.93,26.31,5.15,203.45,35.0,46.77,-11.77,-232.24,127.75,2717.51,9.75,-0.83,10.15,1.41,0.8,2.37,1.36,-7.53,-4.24,44.35,-17.46,42.53,-197.25,5.79,8.17,-18.13,-10.6,3.0,8.1,0.0,646.2,0.0,0.0,0.04,0.14,0.01,-0.09,13.04,13.42,0.27,-0.06,13.0,26.0,-1.0,1.0,5.0,12.0,5.0,26.0,-1.0,0.0,0.14,-0.09,0.0,33.0,3390.0,0.01,100.0,40.0,1012.0,4390.0,5080.0,0.34,0.3,0.38,0.68,4.0,15.0,883.0,766.0,9.5,1,64,80.18,56.31,2021-06-07 14:15:00,0
13.75,-0.15,-3.95,-19.95,-45.75,-1.15,0.04,13.71,-27.06,26.91,-28.28,24.33,-31.44,11.49,-1.15,5.0,9.9,7.07,17.69,18.44,-7.01,73.75,16.83,35.95,-19.12,-213.33,78.75,1270.01,-1.15,-17.4,6.3,13.71,14.9,24.33,26.91,-9.25,-9.88,15.7,-49.52,26.07,-196.51,11.49,35.82,-30.96,-21.72,11.0,13.9,0.0,17.6,16.3,0.09,0.19,0.1,0.12,0.01,2.24,19.92,-0.4,0.86,-13.0,-12.0,-7.0,-7.0,1.0,-7.0,12.0,-12.0,-3.0,-4.0,0.19,0.01,8.0,1673.0,22700.0,0.0,0.0,0.0,1016.0,0.0,0.0,0.14,0.23,0.15,0.47,9.0,34.0,485.0,335.0,0.0,1,64,85.22,57.34,2021-06-08 07:43:00,0
17.35,9.85,-1.95,-17.75,-45.55,8.85,11.38,5.97,7.96,1.89,-8.25,6.3,-22.71,4.96,8.85,3.16,13.0,12.17,13.04,3.61,6.87,185.55,38.51,41.55,-3.04,-233.83,113.35,2132.6,8.85,-2.9,13.1,5.97,8.5,6.3,1.89,0.09,-3.13,49.26,-23.8,38.42,-195.32,4.96,11.26,-9.82,-9.9,8.0,1.9,622.4,70.6,6.8,0.26,-0.07,-0.36,0.05,-0.13,11.7,4.12,0.74,-0.59,-13.0,-2.0,5.0,-12.0,2.0,-12.0,1.0,-2.0,1.0,-3.0,0.26,-0.36,4.0,1352.0,3060.0,0.01,98.0,22.0,1007.0,2020.0,3790.0,0.22,0.39,0.42,0.57,33.0,35.0,591.0,591.0,0.0,1,64,88.51,53.16,2021-06-08 09:03:00,0
27.05,14.05,-0.95,-18.45,-46.15,2.25,11.1,15.95,9.08,4.97,-8.84,7.89,-28.95,10.5,2.25,3.16,2.24,1.0,3.16,10.77,6.07,142.45,37.67,40.07,-2.39,-230.46,87.95,1274.31,2.25,-3.44,14.65,15.95,24.8,7.89,4.97,-0.2,-2.19,47.09,-25.83,37.87,-192.79,10.5,18.39,-9.57,-9.37,5.0,1.0,0.0,648.6,51.9,-0.06,0.01,0.24,-0.04,-0.03,7.62,5.0,-0.22,0.09,-1.0,-4.0,-1.0,2.0,1.0,0.0,3.0,-4.0,-1.0,3.0,0.24,-0.06,4.0,3697.0,22700.0,0.01,16.0,0.0,1009.0,3500.0,4560.0,0.76,0.95,1.09,1.2,17.0,38.0,515.0,511.0,0.0,1,64,90.53,52.19,2021-06-08 09:19:00,0
8.85,5.15,-1.75,-17.15,-46.55,6.65,7.3,1.55,5.01,0.14,-18.26,16.51,-21.97,4.82,6.65,5.66,18.79,12.17,9.0,18.68,4.37,213.05,33.36,40.27,-6.91,-230.97,129.45,2685.15,6.65,-1.82,7.75,1.55,2.2,16.51,0.14,-7.04,0.12,45.36,-27.23,40.4,-197.61,4.82,21.33,-13.51,-6.47,12.0,6.1,0.0,8.7,38.1,0.2,0.44,-0.99,-0.11,-0.38,10.3,11.31,-0.89,-0.98,-9.0,-18.0,8.0,-17.0,2.0,-12.0,0.0,-18.0,4.0,-4.0,0.44,-0.99,2.0,1088.0,2460.0,0.01,100.0,96.0,1007.0,2330.0,2730.0,1.59,1.59,1.3,2.61,19.0,24.0,591.0,515.0,0.1999999999999993,1,64,90.03,51.16,2021-06-08 09:41:00,0
13.75,8.35,-2.35,-17.05,-44.05,10.35,9.4,4.35,4.18,4.17,-23.42,21.07,-21.87,4.82,10.35,1.0,6.4,5.39,16.12,23.09,6.17,177.75,37.08,39.9,-2.82,-233.39,117.45,2323.01,10.35,-4.44,12.05,4.35,3.4,21.07,4.17,1.18,-4.0,46.26,-32.02,35.91,-196.3,4.82,25.89,-13.45,-14.63,6.0,1.1,0.0,33.3,14.7,-0.08,-0.78,0.06,0.33,-0.08,30.81,12.37,-1.0,-0.23,-2.0,23.0,4.0,-5.0,5.0,-2.0,16.0,23.0,0.0,-1.0,0.33,-0.78,12.0,904.0,2100.0,0.01,100.0,75.0,1008.0,1420.0,3950.0,0.87,1.08,0.6,0.78,13.0,27.0,1036.0,511.0,0.0,1,64,82.42,57.18,2021-06-08 10:32:00,0
17.95,3.35,-2.85,-18.55,-45.15,-2.55,8.77,9.18,-26.51,29.86,-25.14,22.29,-33.65,15.1,-2.55,5.0,7.81,9.43,17.2,24.84,-1.24,88.75,24.01,37.86,-13.85,-219.31,95.45,1800.2,-2.55,-17.78,7.7,9.18,20.5,22.29,29.86,-3.09,-10.76,22.49,-47.47,27.1,-195.3,15.1,37.39,-24.56,-21.47,11.0,11.5,0.0,41.4,11.5,0.02,0.01,0.06,-0.02,-0.07,7.81,19.42,-0.99,0.96,-10.0,-16.0,-5.0,-6.0,5.0,-8.0,14.0,-16.0,-3.0,-4.0,0.06,-0.07,10.0,1953.0,22700.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.38,1.09,0.33,0.41,10.0,25.0,902.0,704.0,0.0,1,64,80.35,56.23,2021-06-08 12:10:00,0
16.45,12.15,0.15,-17.45,-46.55,12.75,7.38,9.07,4.85,7.3,-14.96,15.11,-24.5,7.05,12.75,1.0,3.61,6.32,4.12,7.28,7.61,145.45,40.04,40.06,-0.02,-235.63,102.05,1708.33,12.75,-3.5,14.6,9.07,3.7,15.11,7.3,1.82,-1.85,47.51,-28.51,38.22,-195.59,7.05,22.16,-6.74,-8.56,3.0,-3.3,0.0,0.4,0.0,-0.12,-0.16,0.07,-0.01,-0.02,3.16,7.21,0.94,-0.48,-1.0,-2.0,-2.0,3.0,6.0,2.0,4.0,-2.0,-1.0,0.0,0.07,-0.16,3.0,166.0,22700.0,0.01,5.0,5.0,1009.0,2020.0,2380.0,0.48,0.54,0.76,0.67,9.0,33.0,759.0,192.0,0.0,1,64,88.28,54.52,2021-06-08 12:17:00,0
18.45,17.65,5.05,-17.05,-44.95,2.65,1.45,17.0,3.15,14.5,2.9,2.15,-22.95,5.9,2.65,2.24,4.47,7.07,11.4,20.22,9.15,99.65,43.44,44.19,-0.75,-238.44,83.75,1232.51,2.65,-2.2,10.55,17.0,15.8,2.15,14.5,1.27,-2.02,46.09,-20.32,42.17,-195.0,5.9,8.04,-5.71,-6.98,11.0,-0.5,0.0,228.8,22.5,0.47,0.54,-1.62,-0.39,-0.16,10.82,13.04,-0.98,0.7,3.0,-3.0,-2.0,4.0,5.0,5.0,11.0,-3.0,-1.0,2.0,0.54,-1.62,2.0,858.0,4720.0,0.01,100.0,0.0,1005.0,4910.0,7010.0,0.78,1.59,0.8,1.06,10.0,28.0,770.0,183.0,0.0,1,64,83.52,51.14,2021-06-08 12:19:00,0
14.65,14.65,1.85,-16.85,-45.25,12.55,8.81,5.84,8.81,5.84,-5.53,7.38,-21.68,4.83,12.55,2.0,8.54,5.83,10.0,28.3,11.73,165.65,49.57,42.59,6.98,-245.49,116.35,2182.22,12.55,-1.07,13.6,5.84,2.1,7.38,5.84,7.12,-0.13,54.54,-21.61,42.45,-195.92,4.83,12.21,0.8,-6.32,5.0,-4.8,0.0,65.9,9.8,-0.04,-0.54,-0.14,0.07,-0.18,18.36,14.87,0.99,-0.48,6.0,15.0,-3.0,-8.0,-3.0,5.0,-8.0,15.0,0.0,-2.0,0.07,-0.54,4.0,430.0,6390.0,0.01,100.0,0.0,1002.0,0.0,0.0,1.03,1.03,0.35,0.41,16.0,16.0,874.0,822.0,28.0,1,64,58.45,53.23,2021-06-08 11:59:00,0
22.25,10.35,-0.35,-17.95,-46.85,9.25,14.36,7.89,3.84,6.51,-18.44,18.09,-25.81,7.86,9.25,4.0,1.0,4.47,5.0,10.0,6.41,153.65,37.57,39.01,-1.45,-231.69,107.25,1923.52,9.25,-3.61,15.75,7.89,13.0,18.09,6.51,-0.3,-1.15,46.38,-30.6,37.86,-194.12,7.86,25.95,-8.75,-8.45,9.0,0.9,0.0,0.2,0.0,0.22,0.17,-0.11,0.08,-0.01,5.0,5.83,0.0,-0.1,-3.0,-6.0,-1.0,0.0,2.0,-4.0,4.0,-6.0,-4.0,0.0,0.22,-0.11,1.0,1169.0,22700.0,0.01,20.0,0.0,1012.0,0.0,0.0,0.17,0.53,0.16,0.35,26.0,35.0,847.0,763.0,0.0,1,64,89.48,56.06,2021-06-08 14:25:00,0
15.55,2.65,-3.05,-18.95,-46.55,0.35,8.3,7.25,-22.16,24.81,-20.28,17.23,-29.4,10.45,0.35,3.0,4.12,6.08,18.03,23.35,-0.98,100.65,24.01,37.78,-13.77,-220.01,102.55,1788.65,0.35,-15.46,7.95,7.25,15.2,17.23,24.81,-3.43,-10.34,25.85,-43.02,27.44,-196.0,10.45,27.68,-22.65,-19.23,8.0,11.0,0.0,2.2,0.0,-0.11,-0.05,0.02,0.23,0.03,7.07,19.8,-0.46,-0.83,-15.0,-16.0,-4.0,-1.0,1.0,-6.0,10.0,-16.0,-3.0,0.0,0.23,-0.11,12.0,1170.0,22700.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.15,0.39,0.06,0.87,13.0,37.0,847.0,245.0,0.0,0,64,88.28,57.08,2021-06-08 16:00:00,0
12.15,12.75,3.05,-15.95,-44.85,-0.25,2.31,9.84,6.78,5.97,-2.68,5.73,-20.82,4.87,-0.25,2.24,2.24,4.47,6.08,10.77,7.83,143.65,40.49,44.52,-4.03,-237.23,95.65,1714.18,-0.25,0.06,5.95,9.84,12.4,5.73,5.97,-4.2,0.17,47.04,-18.75,44.69,-196.74,4.87,10.6,-8.86,-4.66,10.0,-0.5,0.0,478.5,60.9,-0.01,-0.01,-0.46,-0.04,-0.11,6.4,4.0,0.15,0.98,-1.0,4.0,2.0,-1.0,4.0,-2.0,6.0,4.0,2.0,-1.0,-0.01,-0.46,1.0,2387.0,3920.0,0.01,100.0,7.0,1007.0,4040.0,5060.0,0.73,0.79,0.36,0.36,12.0,34.0,882.0,145.0,1.4000000000000001,1,64,85.29,50.13,2021-06-09 06:28:00,0
14.75,11.65,-0.75,-18.55,-47.65,11.15,9.54,5.21,6.97,4.68,-4.1,3.35,-23.48,4.93,11.15,2.0,7.07,7.07,10.05,18.6,9.05,174.95,43.32,41.29,2.04,-239.22,119.75,2257.77,11.15,-3.09,12.95,5.21,3.6,3.35,4.68,4.86,-2.82,52.32,-23.31,38.46,-195.9,4.93,8.28,-1.94,-6.8,10.0,-3.5,0.0,50.1,16.6,0.03,-0.11,0.1,0.19,-0.2,11.18,3.0,-0.77,-0.66,-10.0,-15.0,-1.0,-7.0,-1.0,-7.0,-1.0,-15.0,0.0,-2.0,0.19,-0.2,10.0,567.0,5810.0,0.01,100.0,22.0,1002.0,1740.0,9960.0,1.16,1.44,0.55,0.88,16.0,31.0,930.0,860.0,0.3999999999999999,1,64,85.5,52.18,2021-06-09 10:30:00,0
11.55,-0.75,-11.95,-24.05,-46.05,-1.15,6.06,5.49,-6.3,5.55,-26.72,14.77,-39.66,15.61,-1.15,3.16,5.39,8.54,18.44,30.48,-3.5,170.25,19.51,31.32,-11.8,-216.5,116.35,2310.43,-1.15,-14.72,5.2,5.49,12.7,14.77,5.55,-0.4,-11.4,36.36,-46.16,19.91,-196.99,15.61,30.38,-27.77,-27.37,8.0,8.1,0.0,33.2,76.8,0.11,0.01,-0.03,-0.01,-0.05,12.53,16.64,-0.86,0.42,12.0,23.0,5.0,-2.0,8.0,3.0,14.0,23.0,3.0,-1.0,0.11,-0.05,9.0,2556.0,1980.0,0.0,100.0,51.0,1011.0,2410.0,2900.0,0.29,0.29,0.18,0.19,5.0,17.0,880.0,717.0,0.0,1,64,64.5,59.06,2021-06-10 06:10:00,0
6.65,-3.25,-14.05,-25.35,-47.45,-1.35,2.91,3.74,-4.95,1.7,-22.89,8.84,-37.17,11.82,-1.35,4.12,8.54,9.0,10.82,16.28,-5.12,201.15,16.5,30.22,-13.72,-214.82,124.45,2606.81,-1.35,-14.9,2.65,3.74,8.0,8.84,1.7,-1.7,-12.02,36.86,-44.67,18.21,-198.32,11.82,20.66,-28.84,-27.14,10.0,9.3,0.0,95.6,29.9,0.09,0.26,0.14,-0.05,0.0,5.83,9.06,-0.57,0.74,6.0,11.0,8.0,-3.0,9.0,0.0,9.0,11.0,4.0,-1.0,0.26,-0.05,8.0,1618.0,2340.0,0.0,100.0,16.0,1012.0,1690.0,3330.0,0.47,0.55,0.43,0.43,29.0,20.0,949.0,642.0,0.1,1,64,74.15,60.54,2021-06-10 07:00:00,0
8.65,-2.75,-13.25,-25.45,-47.75,2.45,5.75,2.9,-5.07,2.32,-26.08,12.83,-38.91,13.46,2.45,2.0,7.21,5.1,9.22,16.28,-4.2,201.95,17.77,29.66,-11.88,-215.66,130.15,2605.84,2.45,-14.41,5.55,2.9,6.2,12.83,2.32,-1.38,-10.5,38.19,-46.27,19.15,-197.88,13.46,26.29,-27.12,-25.74,10.0,8.8,206.1,88.4,18.5,0.26,0.22,0.08,0.03,0.09,7.07,2.24,-0.94,-0.59,-7.0,-12.0,4.0,-6.0,5.0,-1.0,6.0,-12.0,0.0,-2.0,0.26,0.03,5.0,774.0,2070.0,0.01,100.0,18.0,1017.0,2220.0,2730.0,0.69,0.67,0.24,0.96,6.0,19.0,1007.0,830.0,0.0,1,64,70.31,59.41,2021-06-10 11:31:00,0
18.45,4.25,-8.45,-24.45,-50.35,5.65,11.03,7.42,0.58,3.67,-15.86,7.41,-36.06,11.61,5.65,1.0,5.1,9.43,11.0,12.04,0.54,176.15,26.61,31.65,-5.04,-221.87,115.15,2131.06,5.65,-10.29,12.05,7.42,12.8,7.41,3.67,0.7,-5.74,44.47,-38.44,25.91,-195.26,11.61,19.02,-14.6,-15.3,6.0,1.8,0.0,0.0,0.0,-0.6,-0.65,0.18,0.16,-0.01,1.41,6.08,-1.0,-0.03,-11.0,-12.0,1.0,-5.0,5.0,-8.0,0.0,-12.0,1.0,0.0,0.18,-0.65,8.0,2623.0,2330.0,0.01,100.0,0.0,1017.0,2500.0,4810.0,0.67,0.77,1.1,1.05,12.0,13.0,1007.0,1007.0,0.0,1,64,69.27,59.5,2021-06-10 12:04:00,0
17.05,2.65,-8.45,-26.75,-48.15,5.35,12.58,4.47,-2.66,5.31,-11.59,3.14,-42.86,16.11,5.35,4.12,5.39,6.08,7.0,7.81,0.42,180.85,25.92,29.19,-3.27,-221.58,131.15,2714.57,5.35,-11.1,11.2,4.47,11.7,3.14,5.31,0.75,-4.02,45.74,-39.42,25.17,-195.65,16.11,19.25,-18.36,-19.12,8.0,0.2,42.8,66.8,18.1,-0.05,-0.16,-0.5,-0.16,0.08,5.1,2.83,-0.25,0.89,-7.0,-6.0,2.0,-5.0,1.0,-6.0,0.0,-6.0,1.0,-4.0,0.08,-0.5,12.0,2607.0,4370.0,0.01,100.0,32.0,1018.0,1650.0,5910.0,0.67,0.68,0.48,0.44,11.0,32.0,865.0,231.0,1.0999999999999999,1,64,73.55,56.13,2021-06-11 07:18:00,0
2.55,-4.85,-11.35,-26.55,-49.05,-1.35,2.12,0.43,-21.83,16.98,-19.23,7.88,-36.56,10.01,-1.35,4.12,8.0,11.18,17.69,16.28,-5.06,155.05,15.81,28.73,-12.92,-215.19,145.25,3160.64,-1.35,-19.84,0.6,0.43,3.9,7.88,16.98,-2.39,-10.53,30.52,-50.33,18.2,-199.37,10.01,17.89,-27.28,-24.89,10.0,9.7,137.8,6.8,3.7,0.0,0.21,0.08,-0.05,-0.01,2.0,13.6,1.0,-0.17,-13.0,-11.0,8.0,0.0,10.0,-5.0,12.0,-11.0,4.0,1.0,0.21,-0.05,8.0,1118.0,1540.0,0.0,100.0,100.0,1010.0,0.0,0.0,0.28,0.38,0.1,0.15,9.0,32.0,954.0,838.0,0.09999999999999998,1,64,75.33,65.54,2021-06-11 09:52:00,0
13.85,6.55,-2.05,-17.95,-48.25,10.15,9.49,4.36,5.34,1.21,-7.94,5.89,-24.76,6.81,10.15,6.4,18.79,21.19,17.46,16.76,4.37,193.55,33.38,41.37,-7.99,-229.77,117.45,2332.91,10.15,-2.65,12.0,4.36,3.7,5.89,1.21,-5.43,-2.55,45.62,-23.55,38.82,-196.39,6.81,12.7,-10.95,-5.51,15.0,4.5,0.0,663.7,0.0,0.96,1.26,0.36,-0.83,-0.48,1.41,4.0,0.83,-0.57,-17.0,-16.0,8.0,-17.0,7.0,-20.0,4.0,-16.0,4.0,-5.0,1.26,-0.83,7.0,1147.0,22700.0,0.01,56.0,15.0,1013.0,1020.0,1290.0,0.31,0.89,0.23,0.52,10.0,14.0,969.0,704.0,0.0,1,64,66.2,66.12,2021-06-11 11:23:00,0
16.95,17.35,3.25,-15.85,-45.35,12.45,2.53,14.42,5.61,11.74,-6.97,10.22,-27.16,11.31,12.45,1.0,8.06,5.0,6.4,11.4,10.14,113.95,45.26,43.29,1.96,-240.63,87.05,1335.25,12.45,-2.62,14.7,14.42,4.5,10.22,11.74,4.5,-2.54,47.93,-23.58,40.76,-195.37,11.31,21.54,-3.11,-7.61,4.0,-3.1,0.0,15.3,24.1,0.05,0.14,-0.06,-0.2,0.3,6.08,3.16,-0.99,0.39,4.0,3.0,4.0,7.0,4.0,3.0,5.0,3.0,0.0,1.0,0.3,-0.2,10.0,64.0,22700.0,0.01,0.0,0.0,1005.0,0.0,0.0,0.32,0.52,0.2,0.28,26.0,18.0,961.0,282.0,0.0,1,64,73.0,54.58,2021-06-11 11:44:00,0
