6,10,11,8,4,7,7,10,22,27,25,-14,-46,45,78,12,6,481,9,9,11,18,20,6,3,2,44,46,35,75,48,11,80,219
11,16,17,14,6,11,15,20,21,29,30,-25,-86,40,70,13,1,475,10,11,13,20,5,42,19,9,54,140,43,45,838,10,290,421
7,13,13,11,5,10,11,15,26,25,29,2,-72,52,76,15,10,486,11,12,11,22,43,27,25,9,40,202,39,132,0,13,290,318
15,19,19,16,9,15,22,17,33,27,27,13,-40,37,102,21,10,486,15,14,15,22,11,24,16,43,57,330,49,35,538,10,221,684
10,14,14,11,7,9,10,15,21,29,27,-43,-117,19,53,11,1,468,9,11,14,22,8,22,35,4,51,-51,37,69,617,13,164,350
9,17,18,12,7,12,17,23,31,29,30,-23,-91,40,91,13,4,477,10,13,19,32,-10,-4,9,11,54,243,45,91,128,14,164,368
6,11,11,8,5,6,6,7,11,32,28,-34,-91,40,63,9,0,480,5,3,8,15,17,17,20,-3,37,-144,27,118,0,16,117,173
5,9,9,7,3,7,5,10,19,30,31,-22,-69,44,73,8,2,487,4,3,7,19,26,34,25,-2,32,-8,26,146,0,18,0,133
4,10,10,8,3,5,8,17,22,27,24,25,-45,65,82,10,9,493,7,6,11,19,-4,8,-14,9,45,185,43,113,0,16,413,272
7,11,12,9,4,8,8,15,25,28,26,-13,-33,29,82,11,1,490,9,9,11,20,-6,-1,21,4,50,53,41,55,90,12,117,257
4,10,13,6,3,4,5,10,18,27,25,-17,-76,20,51,8,0,481,6,7,9,15,11,25,27,7,59,208,48,18,30,3,139,585
11,15,17,13,9,14,15,14,17,29,31,-15,-90,47,64,15,2,484,11,12,13,17,-6,2,7,4,47,84,43,66,33,11,413,402
11,15,16,12,7,12,16,19,26,25,24,-20,-71,7,57,13,3,484,11,13,16,22,-7,-11,-1,11,56,233,48,32,294,7,221,704
7,10,10,8,5,6,6,18,28,29,27,-41,-106,43,67,10,0,478,8,9,16,27,2,0,22,-1,35,-45,27,143,0,18,191,208
5,9,10,7,3,6,11,14,33,34,35,-7,-79,41,71,12,3,488,9,11,16,26,9,39,10,-4,32,80,26,145,105,18,117,165
12,16,16,13,9,22,26,23,21,29,29,55,31,28,96,21,5,504,16,14,15,16,-16,-18,-22,11,53,326,51,75,0,2,328,962
6,11,12,8,4,7,20,21,36,27,27,-8,-61,10,77,11,4,498,10,13,16,21,0,33,134,6,42,176,40,95,85,12,413,950
10,14,15,11,8,11,10,10,13,27,25,-25,-90,14,57,14,4,486,10,7,9,16,6,33,37,17,50,-2,44,48,488,7,369,593
10,14,14,12,8,11,12,16,26,33,34,-37,-113,61,36,18,2,490,13,12,18,27,0,1,18,0,32,123,35,137,0,18,413,295
12,14,15,12,10,15,12,17,20,29,30,-9,-21,20,102,15,3,497,12,12,13,19,-12,-5,-4,15,54,301,51,84,15,6,191,979
9,15,15,11,7,9,25,30,36,27,27,-2,61,5,219,12,1,503,9,11,19,25,10,-5,-23,20,55,399,51,122,0,2,328,1020
10,15,15,12,8,12,16,29,37,24,26,-29,47,11,201,15,1,504,8,11,19,27,9,-8,-49,10,53,342,47,150,35,4,52,404
8,11,11,9,5,7,7,17,33,25,23,-24,2,44,59,12,2,499,7,7,14,21,15,46,42,-1,37,50,39,162,21,17,80,503
7,14,15,11,5,10,12,19,27,20,23,18,-22,79,150,15,8,499,10,9,14,24,-1,-6,-8,16,54,352,48,20,0,4,0,687
9,12,14,9,6,9,11,12,15,32,33,-22,-70,53,92,15,4,491,11,12,10,13,-6,11,14,9,48,156,45,70,189,9,328,714
11,15,16,13,8,17,17,14,20,25,26,25,-50,54,69,19,2,502,15,16,16,18,5,37,24,3,51,212,49,51,0,5,290,368
10,16,16,10,7,20,25,30,37,26,27,62,22,37,102,16,5,489,13,16,21,31,7,4,-10,-4,46,189,32,183,0,16,191,145
5,8,9,5,4,6,9,23,39,29,28,-9,-40,14,69,11,3,485,6,9,17,30,14,29,28,-9,13,-264,26,211,0,21,0,72
7,13,15,9,5,13,12,8,23,31,28,-8,-56,22,46,11,1,484,7,4,8,18,22,45,26,-4,34,-69,33,172,0,18,413,516
9,12,13,10,7,16,16,12,25,25,26,14,-37,18,43,16,2,482,11,8,6,12,-1,51,4,6,39,71,37,163,0,13,369,603
8,12,12,10,6,13,15,14,9,9,32,20,-10,57,77,11,2,480,8,8,8,12,-1,10,-9,11,37,-173,28,91,0,11,0,177
8,11,11,9,6,9,10,16,33,32,35,-48,-83,19,34,11,3,478,10,12,16,25,8,9,20,3,31,58,27,160,298,22,97,179
3,8,8,4,2,3,5,14,13,1,35,-27,-44,41,56,6,2,486,5,5,8,13,18,12,10,-9,26,-154,27,192,0,19,0,108
3,5,6,3,1,5,6,10,15,22,25,28,20,70,91,7,6,489,6,6,7,13,13,8,3,0,28,-106,30,162,0,15,0,30
7,11,11,9,5,8,10,14,21,32,30,22,-25,16,112,11,5,481,7,8,15,25,5,15,27,0,43,-88,32,151,0,13,52,137
3,8,9,5,2,6,11,17,33,33,33,-29,-38,38,66,6,4,479,6,9,15,25,21,11,24,-4,38,-17,37,113,0,16,369,122
6,11,11,9,4,10,13,14,21,30,30,13,-37,66,113,11,3,486,9,9,14,20,3,0,3,1,47,77,40,84,0,8,0,380
9,13,13,10,6,18,19,19,26,28,28,63,-4,78,133,14,3,490,11,14,17,21,3,-10,1,7,49,101,43,63,0,9,0,245
8,11,11,8,6,9,15,28,35,28,28,-27,-51,26,118,10,1,484,5,11,18,31,12,20,14,-1,41,38,39,135,0,13,328,848
9,12,12,10,6,9,6,10,30,30,28,-35,-60,37,80,13,5,479,7,3,12,25,13,19,31,-2,11,-327,13,203,0,23,52,176
4,8,9,6,3,6,11,11,15,30,29,-12,1,58,82,12,3,475,9,10,11,15,18,27,2,-1,36,-224,31,119,0,11,0,87
9,16,17,13,7,16,17,20,37,25,26,17,-58,62,49,14,5,479,12,14,19,29,6,29,-12,3,47,111,41,95,0,10,413,470
9,12,12,10,5,11,13,16,26,30,31,-15,-88,58,42,13,5,474,10,12,14,25,-1,16,23,-3,40,14,30,149,0,16,139,205
3,6,9,4,2,2,3,7,26,26,27,7,-65,54,53,4,5,478,3,4,8,17,18,28,19,-1,37,39,32,149,0,18,0,234
10,14,14,12,7,9,11,16,20,28,29,-34,-92,17,78,10,4,472,9,11,14,20,19,28,16,6,46,3,37,91,508,16,117,337
2,5,6,3,1,2,2,4,10,33,31,-22,-39,40,73,5,2,477,3,6,7,11,23,27,16,-7,30,-118,29,161,0,17,0,175
3,8,8,5,2,6,4,6,9,21,22,44,-34,87,75,8,4,481,6,5,6,9,23,35,5,-4,42,-18,36,117,0,12,0,227
5,12,12,9,4,7,8,12,18,24,28,36,-43,75,66,11,3,485,8,8,9,13,11,19,19,0,43,93,40,114,0,12,290,345
10,17,20,14,8,16,21,21,25,25,24,23,-32,40,94,16,4,486,12,13,15,21,15,0,-33,20,57,266,49,36,0,2,290,708
12,16,17,14,9,13,14,24,32,25,25,2,-81,17,58,12,4,478,9,12,18,28,0,28,-3,16,58,262,47,43,0,7,328,581
5,9,11,6,3,4,8,17,32,28,27,1,-76,24,91,12,3,473,9,10,14,25,29,37,51,2,49,48,40,89,0,12,0,231
10,14,14,11,6,13,22,28,38,29,29,24,-42,26,111,19,5,484,13,15,19,29,36,48,15,15,50,226,44,110,32,12,369,241
12,18,19,16,9,23,26,24,23,26,28,31,-35,39,69,23,4,496,19,20,19,19,12,21,10,10,56,398,52,48,0,3,290,1005
11,20,20,16,8,19,22,24,30,24,23,51,-19,46,184,14,4,495,12,16,23,32,0,-48,-34,15,58,350,52,15,0,0,328,902
13,17,17,14,10,14,15,18,34,28,27,-48,-126,22,55,21,6,467,16,16,18,33,1,10,11,-4,43,-47,31,105,103,15,164,268
6,10,10,8,5,11,8,8,15,28,31,-20,-98,40,50,8,2,476,6,5,7,15,6,27,46,-4,47,13,37,110,0,11,254,252
2,7,8,4,1,2,2,4,7,6,35,-4,-84,40,68,6,1,485,5,3,3,6,48,60,31,-7,39,-90,30,126,0,13,0,74
3,7,9,4,2,2,4,9,10,29,30,29,-42,60,85,7,3,491,5,5,6,9,29,29,5,-6,31,-81,33,162,0,16,0,234
5,10,11,7,4,7,7,7,11,35,1,51,-21,63,98,8,3,497,7,6,7,7,21,20,16,-4,34,50,39,135,0,13,413,358
3,8,9,6,2,5,4,5,8,29,3,53,-28,70,114,5,3,498,4,3,5,6,25,40,6,5,49,54,42,66,0,8,0,166
3,7,7,4,2,2,2,3,4,36,10,60,-12,80,108,3,3,502,3,4,5,6,40,59,22,-3,43,51,38,90,0,7,0,0
4,11,13,9,3,11,10,11,16,31,31,71,-10,95,112,5,3,502,6,9,13,17,-24,-28,12,9,51,94,49,52,0,4,369,978
8,12,13,10,6,9,13,22,21,32,33,-32,-2,28,114,11,1,497,7,8,18,28,20,24,11,-3,52,243,48,145,0,18,0,547
7,11,11,8,5,6,9,22,24,2,36,-36,-62,46,68,10,2,494,6,6,13,21,24,42,24,-7,8,-344,25,170,0,21,0,0
7,12,12,9,5,9,10,13,19,30,31,5,-31,58,78,8,7,496,8,10,15,21,25,19,8,-6,43,105,43,112,0,14,413,691
10,15,15,13,7,10,11,21,35,32,31,-33,-110,26,94,14,2,487,8,12,21,35,10,27,11,8,40,-15,36,111,0,13,0,295
9,13,14,11,7,8,9,10,14,35,34,-46,-125,24,50,14,0,476,10,7,12,23,1,15,21,0,46,-80,31,92,86,14,191,229
5,9,12,7,4,5,6,9,20,29,29,-19,-106,26,58,9,6,473,4,6,10,23,19,48,-11,12,56,180,45,24,315,12,254,439
11,17,17,13,7,9,9,9,9,35,36,-38,-114,14,55,15,4,471,11,9,7,9,60,127,30,7,60,139,44,8,932,4,413,585
6,10,11,8,3,6,8,7,7,29,36,-39,-118,36,47,6,3,475,5,6,8,11,12,42,33,7,50,23,42,40,273,7,290,488
4,10,11,7,3,4,6,5,28,29,35,-18,-106,31,63,10,3,483,7,6,7,18,14,27,19,-1,44,37,37,86,0,13,0,421
13,19,20,17,10,16,19,22,27,26,26,5,-84,50,58,24,8,498,18,16,16,19,21,74,46,5,33,111,38,118,0,16,0,295
11,17,17,15,8,13,18,26,37,24,24,-8,-48,18,84,14,3,497,11,15,20,29,-8,31,17,14,46,139,46,69,0,9,328,727
12,18,18,16,9,16,17,30,35,24,25,-1,-72,26,83,14,1,493,13,17,23,34,20,62,8,3,50,183,47,40,0,7,290,509
11,15,16,13,9,12,13,15,31,25,26,-17,-94,29,54,9,1,490,7,8,13,26,15,54,21,6,52,188,46,28,0,8,290,530
12,14,15,11,5,8,9,9,16,27,26,-9,-88,15,67,8,1,483,7,8,9,18,19,56,39,5,59,237,49,-8,0,5,221,690
8,12,13,11,6,9,9,11,11,30,29,-31,-109,45,60,9,1,483,8,8,10,11,-1,16,18,8,58,180,47,3,0,4,191,793
10,15,16,12,6,11,13,17,24,29,33,-20,-110,34,53,20,4,493,16,14,12,15,38,98,55,-3,47,215,43,54,0,9,413,356
13,16,17,13,9,18,15,17,19,23,23,12,-33,49,97,21,5,501,15,15,18,22,7,24,5,6,50,194,49,34,0,4,369,518
14,18,18,15,10,13,16,19,32,27,23,-42,-98,33,76,23,8,492,16,14,18,28,-10,-9,31,9,44,21,40,73,433,13,191,617
8,11,11,9,6,10,9,10,18,31,33,-31,-121,41,45,9,2,492,7,9,11,18,-1,11,18,1,43,88,36,84,0,11,0,137
9,13,14,10,6,15,13,14,16,32,33,6,-68,50,72,11,3,502,8,8,11,14,-7,-10,27,-3,43,127,43,68,0,10,413,619
8,14,15,12,5,14,9,9,10,26,30,19,-67,48,80,12,6,506,9,7,9,11,18,30,13,-1,42,95,35,51,0,8,0,654
14,17,17,15,9,13,22,19,33,29,31,-37,-107,18,69,11,4,495,10,13,19,31,40,22,8,7,49,244,46,34,212,12,221,545
5,9,10,5,4,3,6,13,19,30,30,-22,-78,22,90,6,1,497,3,7,15,23,32,34,40,-2,38,9,37,88,0,15,0,918
10,13,13,10,8,24,19,20,21,21,22,105,107,62,77,20,3,496,16,17,18,20,-19,-18,-10,1,36,-5,36,199,0,13,0,233
9,10,10,7,4,12,24,29,34,26,26,-4,8,10,17,12,6,487,10,13,19,28,22,12,26,-2,40,67,37,167,0,17,65,153
4,8,8,6,3,8,5,10,27,31,29,12,-34,68,71,9,1,482,5,2,8,17,12,30,26,-8,26,-224,16,176,0,19,0,54
6,8,12,5,4,15,11,8,6,14,30,89,73,71,62,15,6,493,10,8,7,8,8,7,18,-2,11,-223,13,204,0,16,0,17
5,10,10,6,4,8,9,10,14,24,24,75,103,38,31,10,3,493,7,7,11,12,-1,5,6,4,50,82,40,170,0,10,32,230
8,13,13,11,6,21,14,16,17,21,24,42,4,40,117,18,6,497,13,14,16,17,2,16,16,-3,45,138,30,139,0,12,0,127
11,15,17,13,8,15,22,34,43,22,23,-30,-83,5,61,22,4,488,19,23,33,45,4,14,36,-8,24,18,18,200,0,22,117,229
6,12,13,9,4,9,12,17,39,25,23,15,-59,55,49,10,3,477,9,11,18,33,7,31,45,-6,25,-53,25,184,0,20,0,255
5,9,9,6,2,8,5,6,5,22,19,20,-52,56,80,9,3,479,6,5,4,6,0,3,14,-2,42,-51,38,99,0,11,0,310
4,9,11,6,3,7,7,6,7,6,2,35,-38,74,63,12,4,487,8,6,3,7,15,23,29,2,34,-147,29,137,0,16,0,71
4,7,9,6,2,7,7,8,14,17,20,60,29,93,90,11,4,491,8,7,6,8,6,-2,-3,9,41,103,40,123,0,16,413,546
2,5,5,3,1,2,2,5,8,33,36,65,-9,91,97,7,1,490,3,2,4,5,15,18,7,0,39,48,28,104,0,11,0,229
12,17,17,15,9,12,19,11,25,20,18,61,-9,46,109,12,4,490,9,10,12,19,11,13,-13,7,51,104,47,76,0,12,254,545
9,14,14,11,6,16,18,21,33,27,27,4,-66,40,56,13,1,477,11,12,15,23,5,19,26,4,59,343,45,31,0,4,191,656
2,6,7,3,1,4,11,14,19,34,33,21,-14,44,106,7,1,489,3,7,10,22,30,21,24,-5,43,-39,35,134,0,11,0,146
5,12,12,9,4,12,14,4,4,12,27,40,4,65,77,14,2,495,8,7,5,5,14,21,24,-5,13,-225,20,177,0,17,0,0
5,10,11,7,3,9,13,4,9,15,26,32,25,72,89,11,3,497,8,6,4,7,3,-2,1,3,30,36,17,141,0,14,0,0
3,5,6,3,2,2,8,9,15,33,29,63,39,68,123,5,1,496,2,3,7,10,23,20,15,2,47,10,45,123,0,8,0,207
3,8,10,5,1,7,5,2,12,21,29,93,22,96,111,9,4,500,7,6,4,9,29,44,24,-8,42,55,37,120,0,8,0,0
5,10,11,8,4,10,10,12,12,18,24,101,53,91,133,10,4,505,8,8,9,10,7,17,8,-2,37,-22,34,93,0,7,0,0
8,15,16,13,6,16,18,21,17,22,23,118,49,79,132,20,3,506,16,17,20,22,30,78,12,6,48,110,46,77,0,3,0,684
6,12,14,9,4,8,20,26,32,23,23,80,20,39,185,11,6,509,8,12,21,27,19,0,5,14,50,239,48,83,0,9,328,1013
6,12,12,9,4,8,11,29,40,24,23,-25,-63,30,60,11,3,498,8,11,21,37,8,41,28,-7,36,65,40,136,0,15,191,514
3,6,7,3,2,2,6,6,17,30,25,12,-70,48,77,6,3,492,4,4,8,18,22,22,23,-8,34,-63,26,116,0,14,0,100
2,8,9,5,1,4,6,2,12,9,27,32,-46,67,86,5,5,498,4,3,4,11,16,31,24,-1,36,-61,27,131,0,13,0,87
5,12,12,9,3,8,14,26,34,26,28,72,25,49,125,9,5,508,6,9,12,15,10,13,13,-3,45,312,49,151,0,13,413,774
11,18,18,14,9,13,14,12,25,25,24,11,-55,42,89,8,3,497,7,9,13,22,27,61,34,4,52,184,49,13,0,6,290,633
10,15,17,13,8,16,16,23,30,26,30,-12,-95,22,70,14,3,493,11,14,16,22,8,34,33,2,49,207,45,58,24,7,254,481
11,16,16,13,8,11,13,20,34,30,29,-29,-103,51,61,16,1,490,14,15,19,25,7,20,33,-2,46,132,38,61,41,12,191,456
6,13,14,11,4,13,9,10,19,23,27,48,-28,59,93,12,6,498,9,10,13,19,6,13,26,5,51,150,44,46,0,5,0,549
13,17,17,15,10,14,15,13,19,27,22,-35,-47,43,114,20,6,491,15,15,12,21,8,7,2,12,48,-20,46,90,493,12,164,315
9,12,12,10,6,8,9,11,13,32,36,-49,-120,41,38,15,2,480,12,13,11,13,-7,-7,20,-2,44,84,39,90,106,13,191,326
11,15,15,12,8,19,17,21,23,33,34,-9,-51,43,77,13,5,495,11,12,14,17,-28,-17,-14,5,51,282,48,89,0,14,413,543
9,12,14,9,5,14,18,24,27,31,32,10,-40,44,104,13,0,496,11,13,18,25,-11,14,3,9,53,269,50,48,0,4,413,839
4,9,10,7,3,5,9,13,15,2,1,5,-58,57,81,6,2,498,4,4,9,11,24,43,26,-9,44,-55,36,85,0,13,0,0
5,10,12,7,2,6,9,13,11,7,4,24,-3,78,84,6,3,502,5,5,5,6,35,60,46,-13,46,35,44,73,0,7,0,392
